; -----------
; File select
; -----------

[$0C:$CEDF] $7E:F000[2] = $0000 | Room $0000
[$06:$D196] $7E:F36F[1] = $01   | Keys
[$01:$CF6B] $7E:F36F[2] = $0000 | Keys
[$02:$B89D] $7E:F178[2] = $C405 | Room $00BC
[$02:$B82E] $7E:F178[2] = $C407 | Room $00BC
[$02:$B82E] $7E:F176[2] = $0001 | Room $00BB
[$02:$B82E] $7E:F176[2] = $000B | Room $00BB
[$02:$B82E] $7E:F156[2] = $0002 | Room $00AB
[$06:$D196] $7E:F36F[1] = $01   | Keys
[$01:$CF6B] $7E:F36F[2] = $0000 | Keys
[$02:$B89D] $7E:F156[2] = $8402 | Room $00AB
[$02:$B82E] $7E:F0C8[2] = $0002 | Room $0064
[$02:$B82E] $7E:F0C8[2] = $0003 | Room $0064
[$02:$B82E] $7E:F0CA[2] = $0002 | Room $0065
[$02:$B82E] $7E:F0CA[2] = $0003 | Room $0065
[$09:$8137] $7E:F343[1] = $05   | Bombs
[$02:$B89D] $7E:F0CA[2] = $0103 | Room $0065
[$02:$B82E] $7E:F176[2] = $000F | Room $00BB
[$02:$B82E] $7E:F178[2] = $C40F | Room $00BC
[$06:$89B5] $7E:F3CC[1] = $06   | Tagalong
[$06:$89C8] $7E:F3CC[1] = $00   | Tagalong
[$02:$B82E] $7E:F08A[2] = $0008 | Room $0045
[$02:$B82E] $7E:F08A[2] = $000A | Room $0045
[$02:$B82E] $7E:F08A[2] = $000F | Room $0045
[$02:$B89D] $7E:F08A[2] = $008F | Room $0045
[$02:$B89D] $7E:F08A[2] = $00CF | Room $0045
[$02:$B89D] $7E:F08A[2] = $00EF | Room $0045
[$02:$B89D] $7E:F08A[2] = $00FF | Room $0045
[$09:$8741] $7E:F36F[1] = $01   | Keys
[$1E:$E8E0] $7E:F3CC[1] = $06   | Tagalong
[$02:$B82E] $7E:F088[2] = $0005 | Room $0044
[$01:$CF6B] $7E:F36F[2] = $0000 | Keys
[$02:$B89D] $7E:F088[2] = $4005 | Room $0044
[$02:$B82E] $7E:F088[2] = $4007 | Room $0044
[$02:$B89D] $7E:F088[2] = $4017 | Room $0044
[$09:$863C] $7E:F354[1] = $02   | Gloves
[$06:$D214] $7E:F376[1] = $05   | Arrow filler
[$0D:$DC49] $7E:F376[1] = $04   | Arrow filler
[$0D:$DC5C] $7E:F377[1] = $07   | Arrows
[$0D:$DC49] $7E:F376[1] = $03   | Arrow filler
[$0D:$DC5C] $7E:F377[1] = $08   | Arrows
[$0D:$DC49] $7E:F376[1] = $02   | Arrow filler
[$0D:$DC5C] $7E:F377[1] = $09   | Arrows
[$0D:$DC49] $7E:F376[1] = $01   | Arrow filler
[$0D:$DC5C] $7E:F377[1] = $0A   | Arrows
[$0D:$DC49] $7E:F376[1] = $00   | Arrow filler
[$0D:$DC5C] $7E:F377[1] = $0B   | Arrows
[$02:$B82E] $7E:F158[2] = $0001 | Room $00AC
[$09:$A20F] $7E:F3CC[1] = $00   | Tagalong
[$08:$C49C] $7E:F36C[1] = $40   | Health (goal)
[$08:$C4A7] $7E:F372[1] = $08   | Hearts filler
[$0D:$DCD8] $7E:F36D[1] = $40   | Health (actual)
[$0D:$DCFF] $7E:F372[1] = $00   | Hearts filler
[$08:$CC70] $7E:F37A[1] = $22   | Crystals
[$1E:$CD9B] $7E:F3CC[1] = $06   | Tagalong
[$1E:$CDA7] $7E:F3CC[1] = $00   | Tagalong
[$00:$F9EB] $7E:F3F9[2] = $0000 | Deaths Total
[$02:$A0D5] $7E:F387[1] = $00   | Key for dungeon $0B
[$02:$B89D] $7E:F158[2] = $0A01 | Room $00AC
[$02:$82F0] $7E:F36F[1] = $FF   | Keys
[$09:$8137] $7E:F343[1] = $04   | Bombs
[$1B:$C219] $7E:F2D8[1] = $22   | Overworld $58
[$02:$B82E] $7E:F20C[2] = $F002 | Room $0106
[$02:$B89D] $7E:F20C[2] = $F012 | Room $0106
[$09:$ADAB] $7E:F360[2] = $0136 | Rupees (goal)
[$0D:$DBFB] $7E:F362[2] = $000B | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $000C | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $000D | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $000E | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $000F | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0010 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0011 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0012 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0013 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0014 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0015 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0016 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0017 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0018 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0019 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $001A | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $001B | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $001C | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $001D | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $001E | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $001F | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0020 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0021 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0022 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0023 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0024 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0025 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0026 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0027 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0028 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0029 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $002A | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $002B | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $002C | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $002D | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $002E | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $002F | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0030 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0031 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0032 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0033 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0034 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0035 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0036 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0037 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0038 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0039 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $003A | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $003B | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $003C | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $003D | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $003E | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $003F | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0040 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0041 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0042 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0043 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0044 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0045 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0046 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0047 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0048 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0049 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $004A | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $004B | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $004C | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $004D | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $004E | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $004F | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0050 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0051 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0052 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0053 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0054 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0055 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0056 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0057 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0058 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0059 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $005A | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $005B | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $005C | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $005D | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $005E | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $005F | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0060 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0061 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0062 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0063 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0064 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0065 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0066 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0067 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0068 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0069 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $006A | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $006B | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $006C | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $006D | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $006E | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $006F | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0070 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0071 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0072 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0073 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0074 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0075 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0076 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0077 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0078 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0079 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $007A | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $007B | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $007C | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $007D | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $007E | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $007F | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0080 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0081 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0082 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0083 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0084 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0085 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0086 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0087 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0088 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0089 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $008A | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $008B | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $008C | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $008D | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $008E | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $008F | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0090 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0091 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0092 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0093 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0094 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0095 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0096 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0097 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0098 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0099 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $009A | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $009B | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $009C | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $009D | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $009E | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $009F | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00A0 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00A1 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00A2 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00A3 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00A4 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00A5 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00A6 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00A7 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00A8 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00A9 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00AA | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00AB | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00AC | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00AD | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00AE | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00AF | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00B0 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00B1 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00B2 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00B3 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00B4 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00B5 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00B6 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00B7 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00B8 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00B9 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00BA | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00BB | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00BC | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00BD | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00BE | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00BF | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00C0 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00C1 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00C2 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00C3 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00C4 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00C5 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00C6 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00C7 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00C8 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00C9 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00CA | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00CB | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00CC | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00CD | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00CE | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00CF | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00D0 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00D1 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00D2 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00D3 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00D4 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00D5 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00D6 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00D7 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00D8 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00D9 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00DA | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00DB | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00DC | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00DD | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00DE | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00DF | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00E0 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00E1 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00E2 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00E3 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00E4 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00E5 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00E6 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00E7 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00E8 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00E9 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00EA | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00EB | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00EC | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00ED | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00EE | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00EF | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00F0 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00F1 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00F2 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00F3 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00F4 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00F5 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00F6 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00F7 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00F8 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00F9 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00FA | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00FB | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00FC | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00FD | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00FE | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00FF | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0100 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0101 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0102 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0103 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0104 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0105 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0106 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0107 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0108 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0109 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $010A | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $010B | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $010C | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $010D | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $010E | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $010F | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0110 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0111 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0112 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0113 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0114 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0115 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0116 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0117 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0118 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0119 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $011A | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $011B | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $011C | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $011D | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $011E | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $011F | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0120 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0121 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0122 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0123 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0124 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0125 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0126 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0127 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0128 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0129 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $012A | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $012B | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $012C | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $012D | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $012E | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $012F | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0130 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0131 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0132 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0133 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0134 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0135 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0136 | Rupees (actual)
[$06:$B2BA] $7E:F3CC[1] = $07   | Tagalong
[$02:$B166] $7E:F3CA[1] = $00   | LW/DW
[$07:$AAE0] $7E:F3CC[1] = $08   | Tagalong
[$02:$B82E] $7E:F242[2] = $0002 | Room $0121
[$06:$B59F] $7E:F3CC[1] = $00   | Tagalong
[$06:$B27B] $7E:F3C9[1] = $20   | Game Phase 3
[$06:$B4ED] $7E:F360[2] = $012C | Rupees (goal)
[$06:$B50B] $7E:F359[1] = $FF   | Sword
[$06:$B515] $7E:F3C9[1] = $A0   | Game Phase 3
[$0D:$DBFB] $7E:F362[2] = $0135 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0134 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0133 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0132 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0131 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0130 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $012F | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $012E | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $012D | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $012C | Rupees (actual)
[$02:$B166] $7E:F3CA[1] = $40   | LW/DW
[$02:$B166] $7E:F3CA[1] = $00   | LW/DW
[$09:$863C] $7E:F359[1] = $03   | Sword
[$06:$B570] $7E:F3C9[1] = $20   | Game Phase 3
[$02:$B166] $7E:F3CA[1] = $40   | LW/DW
[$02:$B82E] $7E:F238[2] = $0001 | Room $011C
[$02:$B89D] $7E:F238[2] = $0011 | Room $011C
[$09:$ADAB] $7E:F360[2] = $0258 | Rupees (goal)
[$0D:$DBFB] $7E:F362[2] = $012D | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $012E | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $012F | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0130 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0131 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0132 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0133 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0134 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0135 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0136 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0137 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0138 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0139 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $013A | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $013B | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $013C | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $013D | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $013E | Rupees (actual)
